Target,Predicted Label,Remarks,Sentences
0,PROFANITY,चोर,यो घटना पुर्ण रुप षडयन्त्र योजना बद्द तरिका भये हो किनकि सबिन्द्र मिश्र वइड बढी केस सबै नाम खुलाउछ भनेर मुक्य केपिवली सेरे चोर सङ्लन्ता यो घटना घाटये हो
0,PROFANITY,साला भाते,माैसम बिग्रएकाे भए किन पठाईयाे त गफ साला भाते
1,PROFANITY,भालुनी,ठुक् का भालुनी रहेछ यस्तो जनता सेवा कसरी गर्छ
1,PROFANITY,बौलाऊदै हिडीछे बेश्या लय,बौलाएर भालु बरबराएर नांगै हिडीछे पार्टी निस्कासन गर्यो अहिले बौलाऊदै हिडीछे बेश्या लय की आईमाई
1,PROFANITY,चिक्यो,माव बादी नि त चिक्यो होला नि किन तेहा चि हिंसा भएन
1,PROFANITY,राडी रन्डी,राडी रन्डी बौलायो आफु राम्रो भ भए चोती हैन चोती गर्नै दिन्न थ्यो
1,PROFANITY,चिकायो,थैत मुजि चिकाउने बेला मजा चिकायो अहिले आएर के कुरा मिलेन होला अनि दोस लाउदै छ
1,PROFANITY,भालु,अनुहार न सनुहार भालु मुहार
1,PROFANITY,उत्तानो भएर थाप्ने,उत्तानो भएर थाप्ने अहिले हिँसा भन्ने हो
1,PROFANITY,राडि,यो राडिलाइ साल भुकम्प किन लगेनौ भगवान्
1,PROFANITY,साली भालु,त साली भालु आफ्नो अनुहार हेरे छस
1,PROFANITY,भालू,अनुहार हेर्दा ठमेल भालू हो यो आइमै
1,VIOLENCE,नाक काटीदिनु पर्छ,नाक काटीदिनु पर्छ नेवार हरु जती खेर पनि धर्म कुरा सँग यार देश लाई रितोपार्छ
1,VIOLENCE,गोलि हान्न,नेपाली गहना हिन्दु नेपाल नेपाली सस्कर्ती बिरोधि हरु लाई गोलि हान्न नेपाल पनि नथुराम जन्म हुन आबस्यक छ
1,VIOLENCE,हत्या हिंसा लुट बलात्कार,त्यस पछि देश हत्या हिंसा लुट बलात्कार जताततै हाहाकार कोलाहल हुनेछ
1,VIOLENCE,काटेर मारन,ए मुजि नेवार हरुहो यो मुजि बाहुन नेता हरु लाई काटेर मारन हौ मुजि हो
0,VIOLENCE,कट्टा हन्दा,त्याे चाेर हरू लाई कट्टा हन्दा राम्राे
1,VIOLENCE,गोलि हानु परछ,ति आयोग समिति यात घुस खान्छन यात अर दिन समतिनै भग हुन्छ ई नेता लाई त टुडेखेल लगेर गोलि हानु परछ
1,VIOLENCE,गर्धन भाचीने गरी हान्नु पर्ने,सोम प्रसाद पाण्डे चाहीं गर्धन भाचीने गरी हान्नु पर्ने सर्बहारा बर्ग नेतृत्व गर्ने हरू खरब पती भैसके अझ तेस्तो छैन भंछन यो भंदा हास्यास्पद अरु के होला
1,VIOLENCE,चाक मा आगो लगाइन्छ,कुनै पनि कारयलये धुस मागे भने चाक आगो लगाइन्छ
1,VIOLENCE,समुन्द्र मा खसाउदा,प्रचण्डलाईत टन ढुङगा सङग बाधेर बिच समुन्द्र खसाउदा मात्रै सहिद दोन्दपिडित सिङगो नेपाल् सान्ति पाउछ
1,VIOLENCE,बम हान्दा हुन्छ,जुन उधोगी बिल तिर्दैनन सिधै बम हान्दा हुन्छ
1,VIOLENCE,बम खसालिदेउ,बिधुत महसुल नतिर्ने कारखाना हरु बम खसालिदेउ बिप्लप दाजु
1,VIOLENCE,मरोस्,सर्प नि मरोस् लाठी नि नभाँचियोस् तेसरी कदम चालियोस्
0,VIOLENCE,नाक को डाडी फुटालि दिउ,ऋषि धमलालाइ देख्दा यस् प्रश्न सोधाइ तरिका सुन्दा उडेर गएर यस् नाक डाडी फुटालि दिउ जस्तो लाग्छ
0,VIOLENCE,ठोक्ने,दस दुनिया कुरा देश बेचुवा हरु लाई ठोक्ने बेला आयो
0,VIOLENCE,गुलोकोच दिनुपर्छ,यो धमला हावा प्यार प्यार गर्छ यस मुख गुलोकोच दिनुपर्छ
1,VIOLENCE,झुण्डिएर मर्छ,यो व्यवस्था फेल भए झुण्डिएर मर्छ यो धमला
1,VIOLENCE,मार्न,कुर्सी लागि जन्ता मार्न नेता जात भात धर्म चेन्ज गर्ने नेता कानुन छ नेपाल छैन
1,VIOLENCE,मार्न,यिन लाई मार्न लागि छिट्टै भगवान श्री कृष्ण जन्म हुन्छ
0,VIOLENCE,हान्न मन् लाग्यो,यो साबीत्री सवेदी मुख् फुट्ने गरी हान्न मन् लाग्यो
1,VIOLENCE,हत्यारा,यिनि हरु नै निर्मला हत्यारा बम दिदिबहिनी हुन
1,VIOLENCE,जिउँदै जलाउनु,यो जना लाई जिउँदै जलाउनु पर्ने बोली
0,VIOLENCE,करेन्ट लगाउनु पर्छ,यो बम दिदी बहिनिलाइ खोर लगेर करेन्ट लगाउनु पर्छ वास्तविक कुरा खोल्छन यिनि हरु रुदै नाटक गर्दैछन
1,VIOLENCE,वल्त्कार,वल्त्कार यि वम दिदी वहिनि गरे का हुन
1,VIOLENCE,वल्तकार गरि हत्या,वल्तकार गरि हत्या गर्ने खुलेआम डुलिरहे छ तिनिहरुलाइ समात न
1,VIOLENCE,झुन्डेर मर्नु,अरु त सबै ठीकै होला अब यो साबित्री यो युट्युब हेरे कमेन्ट हेरे भनेत झुन्डेर मर्नु पर्ने हो
1,VIOLENCE,फासी फासी,अब दाेसि लाई हाेईन सावित्री लाई दिनु परछ फासी फासी
1,VIOLENCE,गोलीहान,सावित्री सुबिदिलाइ सिदै गोलीहान सरकार
0,VIOLENCE,पाता कसेर कोर्ला हाने,यो बम दिदीबहिनी लाई पाता कसेर कोर्ला हाने पछि मात्र निर्मला पन्त काण्ड वास्तविकता निस्किन्छ
1,VIOLENCE,मान्छे मार्ने,ज्यान मार्ने पर्चन्ड अजई मान्छे मार्ने कुरा गरछ
1,VIOLENCE,हत्यारा,यो छबिलाल त आत्महत्या गर्छ जेल हो पाप धुरि बाट कराउछ महाशय याद राखेस हत्यारा
1,VIOLENCE,मारे को,यो प्रचण्ड लाई बिप्लप पार्टि छिटो मारे भए हुन्थ्यो
1,VIOLENCE,सिध्याउनु,सबैभन्दा पहिला प्रचण्ड लाई नै सिध्याउनु जरुरी छ
1,VIOLENCE,झुनडाउनु पर्छ,यो दुई कुकुर हरु सम्पति छानबिन गरी भष्टाचार गर्ने सबै कुकुर हरु लाई रगासाला लागि झुनडाउनु पर्छ
1,VIOLENCE,हत्यारा,देश जोगाउने हो भने राजा अति आबसेक्त्ता छ नेपाल के खुइलायो यो हत्यारा वर्ष सम्म
1,VIOLENCE,पात्ता फर्काउनु पर्छ,यस लाई जेल कोचेर पात्ता फर्काउनु पर्छ
1,VIOLENCE,मार्नु परछ,ठूलो ठूलो नेता मन्त्री हरू नै मार्नु परछ
1,VIOLENCE,मार्ने,तिमी हरू अझै कती मार्ने बिचार छ किराती ज्यु
0,VIOLENCE,करेन्ट लगाएर,चितवन प्रशासन होटल कङ्गारु मालिक लाई समातेर अनुसन्धान गर झट् का करेन्ट लगाएर हेर दूध दूध पानी पानि छुट्टिन्छ सबै ओकल्नेछ
0,VIOLENCE,नाक को डाडि नभाचेर,पुत्रकार हरु एकजुट भए द्वारिका चौधरी बिरुद्ध भ्रष्ट बिरुद्ध च्युइक एक लेख लेख्दैन पत्रकार हरु यस्ता पत्रकार हरु नाक डाडि नभाचेर के फुलमाला लगाउने
0,VIOLENCE,दिनुपर्छ दनक,निउ खोज्ने जती सब् लाई दिनुपर्छ दनक
0,VIOLENCE,ढाड भाच्नु पर्छ,नाक डाडी हैन ढाड भाच्नु पर्छ
0,VIOLENCE,नाक को डाँडी भाच्न,श्री श्री श्री रबि लामिछाने महाराजअधिराज सरकार बाट चाहिँ राष्ट्रिय टेलिभिजन बाट भ्रष्टाचारि लाई टुंडिखेल राखेर उडेर गुडेर के के गरेर नाक डाँडी भाच्न मन छ भन्दा चै लामिछाने हिट
0,VIOLENCE,नाक को डारी चै भाचनु,यो पत्रकार नाक डारी चै भाचनु पर्नी रहेछ
0,VIOLENCE,करेन्ट,सेर बहादुर जिब्रो लागे करेन्ट बिधा भण्डारी जिब्रो लगाइदिये भय के हुन्थ्यो
1,VIOLENCE,हत्या,स्पस्ट बोल्ने आफ्नो बुढो हत्या गरि हालिस त के बोली बुझ्झेस त अब
1,VIOLENCE,पोइ मारेर,पोइ मारेर त्यो ठाउँ पुग्ने लाई इज्जत बारे के था
1,VIOLENCE,सिद्ध्याइ दियेउ,जस् कुरो स्पष्ट बुझिन्थ्यो उसाइ लाई सिद्ध्याइ दियेउ अब के बुझ्ने
1,VIOLENCE,मारिदिए,रबि सर लाई फसाउने षड्यन्त्र पुडासैनी लाई झुट बोल्न लगाईयो बाच्ने आशा झुट बोलिदिए बोलिसकेपछी मारिदिए सत्यतथ्य यहि हो
0,VIOLENCE,भिर बाट झारिदेउ,यो पत्रकार लाई लियर कसै भिर बाट झारिदेउ यार
0,VIOLENCE,कान उखेलेर उठबस,भारत दोक्लाम बिषय सँग जोडेर यसरी प्रश्न उठाउने वाईडबडी सँग हाँसोलाग्दो प्रश्न गर्ने पत्रकार लाई कान उखेलेर उठबस गराएर प्रश्न गर्न सिकाउन जरुरी छ
1,VIOLENCE,मारे,रबिन्द्र दाई लाई राजनीतिज्ञ हरु मारे महसुस भय छ जनता लाई कडाई का साथ छानबिन होस
0,VIOLENCE,झापड,यो पूण्य भन्ने लाई दूई चार झापड कस् हान्ला हो अनी चूप लाग्छ की
0,VIOLENCE,गाला पुट्ने गरि दिनु पर्छ,यो पुन्य गौतम लाई गाला पुट्ने गरि दिनु पर्छ
0,VIOLENCE,ठोक्नुपर्छ,पुण्य मेरूदण्ड फुस्किने गरि ठोक्नुपर्छ है साथि हो अब
0,VIOLENCE,भेटे दनक,महरा रक्षा गर्दा पुण्य गौतम अन्तर्वार्तामै भेटे दनक
0,VIOLENCE,फुट्ने गरि हान्नु,पुण्य काे कानकाे जालि फुट्ने गरि हान्नु पर्छ
0,VIOLENCE,गाला फुट्ने गरि हाने,पुन्डे लाई गाला फुट्ने गरि हाने हेर्न मन छ
0,VIOLENCE,चाक मा अागाे,याे पुण्य लाई चाक अागाे लगाएर लखेट्नु पर्छ नचाहिने कुरा गर्छस्
0,VIOLENCE,कुटपिट,त्यही भएर अस्ति ज्ञानेन्द्र शाही लाई कुटपिट गर्न लाए छ
1,VIOLENCE,बलात्कारि,बलात्कारि लाई खोर कोच्नु पर्छ जस् जे भने नि
0,VIOLENCE,मुखा हानौ,कुरा गर्यो मुखा हानौ जस्तो हामी आग्रा कुरा गर्छौ पुन्य गाग्रा कुरा गर्छ
0,VIOLENCE,अम्लो काट्छु,पुण्य गौतम धेरै अम्लो ठडाएर कुरा नगर तेरो चोर अम्लो काट्छु म कुनै दिन सत्य बोल्न नशा फुलाउन पर्दैन झुट बोल्नी ठुलो स्वर गर्छ
0,VIOLENCE,ठोक्नु पर्छ,यो पुण्य गाैतम लाई जहाँ भेट्यो तेहि ठोक्नु पर्छ भन्ने यता हाजिर गराै
0,VIOLENCE,आगो लाक्छ,रबि सर लाई केही भयो भने नेपाल आगो लाक्छ
1,VIOLENCE,तहसनहस हुनेछ,त्यो धोती लाई सामान्य कारवाहि गरियो भने पुलिसथाना आगो लागनेछ भारतीय राजदूतावास तहसनहस हुनेछ त्यो धोती लाई ज़िन्दा जलाईनेछ
0,VIOLENCE,हात र खुट्टा भाच्नु पर्ने,कानुन जिम्मा लगाउनु भन्दा पहिले हात खुट्टा भाच्नु पर्ने थियो नि
1,VIOLENCE,आगो लाग्ने छ,भोलि यो सहकारी आगो लाग्ने छ
1,VIOLENCE,जिउदै खाल्डा मा पुर्नु पर्ने,जनावर पनि बाच्ने अधिकार छ होइन यो कुन पागल हो एस्लाइ जिउदै खाल्डा पुर्नु पर्ने
1,VIOLENCE,नाक पच्कने गरि दिन,किशोर श्रेष्ठ लाइ भेट्नेवितिकै नाक पच्कने गरि दिन इच्छुक हाजिर गर्नुहोस है
1,VIOLENCE,झुन्डायर,बिप्लप नेता कर्याकर्ता हरु काता गय यस्ता सहकारी संचालक लाई लगेर झुन्डायर कर्बाही गर्नु होला अनि नेपाली जनता बिप्लब लाई साथ दिन्छ
0,VIOLENCE,खुर्सनी दल्नी पर्छ,येस्ता ढुङी हरु चाक खुर्सनी दल्नी पर्छ
1,VIOLENCE,योन दुव्र्यवहार,गुरु हु भन्दै दुनियाँ छोरी चेली लाई योन दुव्र्यवहार गर्ने लाई छानबिन गरि कार्बाही गरीयोस
1,VIOLENCE,यौन सोसन गर्दछन्,यस्तो गुरु भ्नाउँदा हरु जहाँ पनि महिला माथि यौन सोसन गर्दछन्
1,VIOLENCE,मारिन्छ,बहुला कुकुर हरु लाई बाँधेर मारिन्छ भने बहुला नेता हरु लाई पनि यसै गर्ने की की कसो मेयर ज्यू
0,VIOLENCE,नाङ्गो परेर,यो निलो कोटे लाई नाङ्गो परेर कोटेश्वर जाम उभिन लगाउन पर्छ
1,VIOLENCE,फुटाउने,जनता चाहे राजा हो फर्सी फुटाय झै फुटाउने हो गणतन्त्र
0,VIOLENCE,बक्सिङ्ग हान्छु,आज भोलि धेरै भयो कसै नाक न फुटाएकाे यो नेता नाक बक्सिङ्ग हान्छु का बस्छ यो
1,VIOLENCE,ज्यादती,ए पुलिस टाउके म सगँ पुलिस ज्यादती प्रमाण छ
1,VIOLENCE,झुण्डाएर मर्दा,पोखरेल हामी पा कुकुर हो काम नलाग्ने कुकुर अब रीबिज लागे छ अरू लाई टोक्यो भने र्याबिज सर्छ भनेर झुण्डाएर मर्दा केही फरक पर्दैन
0,VIOLENCE,हिर्काउछ,हिरासत प्रहरि हिर्काउछ बिना कसुर मै भोगेकोछु
1,VIOLENCE,गोलि खानु पर्ने,यो पही नै माओवादी गोलि खानु पर्ने हो बचेछ य विप्लव तिमि नै ठोक्दौन गोलि
1,VIOLENCE,बम ठोक्नुपर्छ,यी सबै लाई आत्मा घाती बम ठोक्नुपर्छ
1,VIOLENCE,गोलि हानी,तिमी हरु सबै चोर लाई चाक बाट गोलि हानी मुख बाट निकाल्नु पर्छ अब त्यो बेला पनि छिट्टै आउदै छ होस गर चोर हो
1,VIOLENCE,अाक्रमण,अब बिप्लब काे पाटि पुलिस लाई अाक्रमण गरयाे भने
1,VIOLENCE,हान,करोड नेपाली जनता तलब नखायर बचे का छन ए नेपाल पुलिस आर्मी हरु के जनामुत्ति सेना पनि बर्ष तलब खायर लडे का थीए सक्छौ भने ती बन्दुक बिप्लप लाई हईना सरकार लाई हान तिमी हरू लाई महान मान्निछ नेपाल छिट्टै शान्ति आउने छ
1,VIOLENCE,मार्छ,जस् मान्छे मार्छ उसै प्रतिबेदन के सहि आउछ
1,VIOLENCE,कुटे को,नभए किन ज्ञानेन्द्र शाहि लाई हिरासत किन कुटे त
1,VIOLENCE,गोलि ठोक्नु,यदि मान्छे हत्यार होलेर हिड्नेछ भने नेपाल पुलिस गोलि ठोक्नु नै पर्छ
1,VIOLENCE,गोलि ठोक्ने,हत्यार बोकेर खुल्ला रूप हिड्ने मान्छे हरुलाइ गोलि ठोक्ने अनि मात्र कानुनु दैर ल्याउनु पर्छ
0,VIOLENCE,नठोकेर,बिप्लव पनिं के हेरेर बसेछः नठोकेर
1,VIOLENCE,गोलि हानी,अस्ति भर्खर पोखरा पनि गोलि हानी घाईते बनाए छ एक जना ब्याक्ती लाई
1,VIOLENCE,ज्यान मारा,हामी नेपाली हरुलाइ यस्तो ज्यान मारा नेपाल प्रहरी चाहिदैन जन्तालाइ सुरक्षा दिने प्रहरी चाहिए छ
1,VIOLENCE,गोलि हानि मार्ने,सर्लाहि प्रहरी हात खुट्टा तीन तीन ठाऊ भाँच्ने गोलि हानि मार्ने अनि भिडन्त मारिए भनी बिज्ञप्ति निकालि प्रहरी चोखो बन्न खोजे हो
1,VIOLENCE,मारे को रहेछ,त्यसैले माओबादी पोलिश मारे रहेछ ड्याम का ड्याम अब बिप्लव नि सुरु गर्ने भो पोलिस मार्न
1,VIOLENCE,गोलि चल्यो,सामान्य ब्यक्तिलाइ गोलि चल्यो भन्दै पो भन्छ त यो पुलिस्
1,VIOLENCE,हत्यारा,वास्तविक कुरा लुकायर हत्यारा लाई सपोर्ट गर्ने
1,VIOLENCE,आतंक,के अब नेपाल पुलिस देस आतंक फैलाउने सत्रु लाई फुल्माला स्वागत गर्ने
0,VIOLENCE,कल् लाई मार्छ,थाउ हात भचिए कसरी गोली हन्यो अब नेपाली नागरिक विश्वाश तुतेयो पहिला पुलिस आए पछी जिउ रछा हुन्छ भन्थे अहिले आएर पुलिस् कल् लाई मार्छ भनेर दराउने पर्ने भयो
1,VIOLENCE,भाच्नु पर्छ,हात मात्रै होइन खुट्टा पनि भाच्नु पर्छ
1,VIOLENCE,रगत को खोली,यो पुलिस हासिहासी बोले छ ए लाई सजाए हुनुपर्छ कुरा लुकाएर का पुग्छ हामी पनि रगत खोली बगाउन तयार हामी छ्म
1,VIOLENCE,बम आतंक,यथार्थ कुरा प्रहरी संस्था नमान्ने हो भने भोली यहि एभिन्युज कार्लय बम आतंक हुन्छ अनि जोगाउन जान्छ थाहा हुन्छ
0,VIOLENCE,हान्न्न,भ्रश्टचारि लाइ उडिउडि हान्न्न हाम् पाइन्छ नाइ
0,VIOLENCE,नाक नै भाचे,पत्रकार कुरा सुन्दा त लाग्छ मेयर जग्गा बेचेर त्यो पत्रकार नाक नै भाचे जस्तै
0,VIOLENCE,नाक को डाडी भाच्न,म लाई पनि भ्रष्टाचारी नाक डाडी भाच्न मन छ तेही पनि उडी उडी
1,VIOLENCE,मार्न र मर्न,अति भए पछी मार्न मर्न त पछी पर्दैन मान्छे नाक भाच्नु त पर कुरा
0,VIOLENCE,कालोमोसो दलेर टिन ठोक्दै,भस्ट्र्चार प्रमाणित भए जहा भेटिन्छ कालोमोसो दलेर टिन ठोक्दै बजार घुमाए हुन्छ कानुन त करोड खाए लाई लाख लिएर उन्मुक्ती पाउछन् कानुन के कुरा गर्ने
0,VIOLENCE,नाक को डाटि बाच्नु पर्छ,के जबर्जस्ती माफी माफी कुरा गर्छ यस् पानी नाक डाटि बाच्नु पर्छ की के हो
0,VIOLENCE,नाक को डाडि भाचिदिन्थे,यो पत्रकार नजिक म भए भए सिधै नाक डाडि भाचिदिन्थे
1,VIOLENCE,गोलि हान्छ,उत्तर कोरिया किमजोङ्ग अराजक लाई रोड लगेर गोलि हान्छ
0,VIOLENCE,हान्नै पर्छ,भ्रष्ट अराजक लाई हान्नै पर्छ
1,VIOLENCE,छाला उतारेर,छाला उतारेर लौ का झुन्डे झै झुन्डाउनु पर्छ
0,VIOLENCE,निल डाम,नकुटे भए खुट्टा कसरी भाँचियो शरीर भरि निल डाम कसरी आयो
0,VIOLENCE,नकुटे,नकुटे भए ज्ञनेन्द्र खुट्टा अौला कसरी फुट्यो
0,VIOLENCE,निलडाम,उस् ढाड कसरी निलडाम भयो
1,VIOLENCE,मारी दिनु पर्छ,यो खाते पुलिस पनि भ्रष्टचार प्रति समर्थन रहेछ भ्रष्टाचार बिरुद्ध उठे का देश भकति ज्ञानेन्द्र लाई फसाएर मार्ना खोजी रहे छ तर यो खाते भेटीयो भने यस लाई मारी दिनु पर्छ
0,VIOLENCE,यातना,प्रहरी एदि ग्यानेन्द्र साही लाइ यातना दिय होइन भने कस् गर्यो यो प्रहरी निकाय लाइ पनि छान बिन गर्ने अर्को निकाय छ छैन नेपाल चोर मै चोरे कहिले भन्ला
0,VIOLENCE,नकुटे,प्रहरी नकुटे के अाफै त्यस्तो अबस्था भयो त ज्ञानेन्द्र शाहि लाई
0,VIOLENCE,कुटपिट,ग्यानेन्द्र शाही लाइ किन कुटपिट गर्यो जवाफ दे
0,VIOLENCE,मरणासन्न हुने गरि कुट्न,प्रहरी हिरासत लिइसके मान्छे त्यो पनि नागरिक शान्ति आन्दोलन का व्याक्तिलाइ त्यसरी मरणासन्न हुने गरि कुट्न कुन कानुन कति नम्बर दफा छ प्रहरी प्रवक्ता जि
1,VIOLENCE,भाला रोपे,रेशम चौधरी भाला रोपे कारण यहि रहेछ
0,VIOLENCE,कुटिनछिन,जन्ताकाे सुरश्रा एउटा महिला बिच बटाे खलासि बाटा कुटिनछिन अनि काहा छ सुरश्रा
0,VIOLENCE,पिटे,यस छोराछोरी लाई पिटे भए पो गल्ती भए भन्नु त
0,VIOLENCE,यातना,प्रहरी यातना भने कालो बुट जुत्ता जहाँ मुटु छ जहाँ किड्नी छ
0,VIOLENCE,हान्ने,छाती हान्ने काम गर्छ
0,VIOLENCE,बुट ले हाने,ईन्स्पेक्टर मेरो भाई लाई छात्ती भरि बुट हाने आहि सम्म मेरो आँखा झल्झलि छ
0,VIOLENCE,यातना,यातना दिए छ छैन त्यो त ज्ञानेन्द्र शाही शरीर हेरुम न देखिन्छ हो
1,VIOLENCE,छाला तारेर भित्ता मा टांग्नु पर्छ,शेरधन साँच्चि कै यौन हिंसा गरे हो भने त्यस छाला तारेर भित्ता टांग्नु पर्छ
1,VIOLENCE,यौन हिंग्सा,बिहे गर्न खोजे रहेछ सुद्दी नगर्ने भए पछि मिडिया यौन हिंग्सा हुने बेला सम्म चाहि मिलिहाल्छ की भनेर चुप बसे रहेछ
1,VIOLENCE,"हिंसा , बलात्कार र हत्या",के भए का कम्युनिस्ट हुन जता पनि हिंसा बलात्कार हत्या मात्र गर्ने
1,FEEDBACK,बिरोध गरिनुपर्छ,सम्पुर्ण नेपालि हरु यो गुठी बिधेयक बिरोध गरिनुपर्छ
0,FEEDBACK,बिदा गरिदेउ,गूठी जज्गा घर छ भने मान्छे पैसा दिए बिदा गरिदेउ गग्जा दिने हैन
0,FEEDBACK,समाधान गर्नु पर्छ,काठमाडौँ गुठि संचालन प्राय किसन हरु नै गरिराखे छ भन्ने कुरा भूजनु पर्यो स्वोर्गद्वारी समस्या हो भने उतै समाधान गर्नु पर्छ काठमाडौँ कोठा होइन
0,FEEDBACK,अावस्कता छ,गुठि मात्र हाेईन सबै जमिन राजकरण गर्नु अावस्कता छ
1,FEEDBACK,बोलाइयोस,बरु यातना दिन आउदैन भने मलाइ बोलाइयोस
0,FEEDBACK,बहिस्कार गर्नुपर्छ,नेपाली लाई ठुलाे जात सानाे जात बनाउने मान्ने धर्म सस्कृति हरु लाई बहिस्कार गर्नुपर्छ
0,FEEDBACK,निर्माण गर,ठुला ठुला उद्योग निर्माण गर
0,FEEDBACK,ल्याऊनुपने थियो,डा सुरेन्द्र केसी ज्यु लाई ल्याऊनुपने थियो
1,FEEDBACK,लखेटनु पर्यो,कांग्रेस कम्युनिष्ट नाम का यि लुटेरा हरु लाई जतिसक्दो छिटो लखेटनु पर्यो
0,FEEDBACK,खाँचो छ,अब देश नै सक्नु लाग्यो अब पाकिस्तान जस्तो इमरान जस्तो नेता खाँचो छ
0,FEEDBACK,आउनु पर्यो,तर शुरूवात संगै कसै अनुहार नहेरी सहि नतिजा राष्ट्र पक्ष चाडो आउनु पर्यो
0,FEEDBACK,राष्ट्रीयकारण गरौ,सबै जल जमीन जंगल पूर्णरुपम राष्ट्रीयकारण गरौ भूमाफिया लाई सदाकालागी अन्त्या गरौ
0,FEEDBACK,action लिनुस,तत्काल लिनुस न यदि बिष्णु पाैडेल सच्चा छ भने
1,FEEDBACK,जेल हाल्नु पर्छ,सबै लाई जेल हाल्नु पर्छ
0,FEEDBACK,लिनु पर्छ,यो पूरा जग्गा फिर्ता लिनु पर्छ
0,FEEDBACK,सुदृढीकरण हुनुपर्छ,पन्चायत यता का सबै नेता हरु सम्पत्ति सुदृढीकरण हुनुपर्छ
0,FEEDBACK,सुसूचित गर्नुहोला,भ्रष्टाचार विरुद्ध नेताहरुलाइ खरो प्रश्न गर्दै जनतालाइ सुसूचित गर्नुहोला
1,FEEDBACK,उत्तानो चित बनाउन सक्नुपर्छ,अब देश बिदेश रहे का आम नेपाली दाजुभाइ दिदिबहिनी हरु मिलेर आफु आफु सचेत भएर नेकपा काङ्ग्रेस लगायत का संसदवादी दल हरु उत्तानो चित बनाउन सक्नुपर्छ
1,FEEDBACK,देख्न न परोस,अर्को पटक यस अनुहार देख्न न परोस
1,FEEDBACK,खारिज गर्न जरुरी छ,लाई पुरनो नेता पार्टी हरु लाई जनता खारिज गर्न जरुरी छ
0,FEEDBACK,अनुरोध गर्दछु,त्यो दिन आउन नदिन सम्पत्ति सुदि करन आयोग निस्पक्ष जनता माने मानिस नियुक्ति गरिदिन पहल गर्न अनुरोध गर्दछु
0,FEEDBACK,पार्ती खोल्नुपर्यो,अब नेपाल कुनैपनी पोल्तिकल पाति लाई खारेज गरेर नया नागरिक पार्ती खोल्नुपर्यो बिदेस रहे का नेपालि हरु भोत दिन मिल्ने नियम गरौनुपर्यो तेस्पोछी देखिन्छ जनता के चाहान्छ्न भनेरत
0,FEEDBACK,जस्तो लाग्छ,रबिन्द्र मिश्र ज्यू जनता सभ्य बौद्धिक भषा बुझ्न छोडे जस्तो लाग्छ
0,FEEDBACK,सिक्नु पर्यो,कृपया हास्यव्यङ्ग्य चुट्किला उखानटुक् का हरु पनि सिक्नु पर्यो
0,FEEDBACK,हुनु पर्छ,दोस्रो कुरा मत पत्र नो भोट भन्ने ब्यावस्था पनि हुनु पर्छ
0,FEEDBACK,जरुरी छ,हामी बदलिनु जरुरी छ
0,FEEDBACK,हातेमालो गरौँ,आउनुस सबै मिलेर हातेमालो गरौँ
0,FEEDBACK,बढ्दै जाओस,ह्जुर साहास आइडिया यसरी नै अझै बढ्दै जाओस
0,FEEDBACK,समर्थन गर्नै पर्छ,देश सुशासन समृद्धि लागि अब यस्तै अलगधार राजनीति लाई समर्थन गर्नै पर्छ
0,FEEDBACK,अन्तरबार्ता हेर,एक पटक यो अन्तरबार्ता हेर सुरेन्द्र कमरेड
0,FEEDBACK,साथ लिएर अाउन पर्छ,अब रबि लामिछाने लाई पनि साथ लिएर अाउन पर्छ साझा पाटि
0,FEEDBACK,साथ दिनु पर्छ,एक पट्क हामी सबै साझा पार्टी लाई साथ दिनु पर्छ
0,FEEDBACK,गर्नु पर्छ,दुरि बलियो लामो तय गर्नु पर्छ
0,FEEDBACK,पाइयोस्,अव आउलो मंगशिर चुनाव रविन्द्र मिश्र लाई कास्की देख्न पाइयोस्
0,FEEDBACK,समय मै चिनौ,नेपाल् का इम्रान खान हुन रबिन्द्र मिस्र समय मै चिनौ
0,FEEDBACK,जानु होला,आशा किरण भने तपाईं हो राम्रो काम गर्दै जानु होला
0,FEEDBACK,अाउ चाँडै,साझा पार्टी अाउ चाँडै नेपाली हरु माझ
0,FEEDBACK,बोलाउनु होला,कृपया चाडैं फेरि बोलाउनु होला
0,FEEDBACK,एक हाेअाैँ,रविन्द्र मिश्रकाे साथ हुने हरु एक हाेअाैँ
0,FEEDBACK,बडाउनु छ,आम नेपाली दाजुभाइ दिदीबहिनी आम बुबा अब भने साझा पार्टी सदस्य बनी देस बिकास लाई अगाडि बडाउनु छ
0,FEEDBACK,कदर गर्नु पर्छ,राम्रो काम राम्रो बिचार लाई हामी बुद्धिमान जनाता कदर गर्नु पर्छ
0,FEEDBACK,अगाडि बढ्नुहोला,कुलमान जी अगाडि बढ्नुहोला
0,FEEDBACK,नगर्नुहोस्,कुलमान सर बेज्जत नगर्नुहोस् पत्रकार ज्यु
0,FEEDBACK,बिधुत कट्नुस,कानुन थाहा पाइन भन्न मिल्दैन यो गैरकानुन हो बिधुत कट्नुस कुलमान सर
0,FEEDBACK,हुन सिकौ,सभ्य नागरिक हुन सिकौ
0,FEEDBACK,सहयोग गरौ,कुल मान सर लाई सहयोग गरौ
