Target,Predicted Label,Remarks,Sentences,Cleaned
1,PROFANITY,राडि का बान,राडि का बान हरु ।,राडि बान
0,PROFANITY,नरपिसाच,"रबि लाई पुलिस ले समातो रबि हत्यारा हो भन्दै खुब चम्कियो एउ टा नरपिसाच किसोर श्रेष्ठ भन्ने जन्तु , भिडियाे मिडिया मा फैलाउने पनि तेईहो भन्छन , तीन करोड जनता ले संखा गरे का छन त्यो जन्तु माथी बुदासैनि को हत्यारा तेइहो भनेर तेस लाई किन समातियेन ?",रबि पुलिस समातो रबि हत्यारा खुब चम्कियो एउ टा नरपिसाच किसोर श्रेष्ठ जन्तु भिडियाे मिडिया फैलाउने तेईहो भन्छन करोड जनता संखा गरे छन जन्तु माथी बुदासैनि हत्यारा तेइहो भनेर तेस समातियेन
0,PROFANITY,खाते,यो डिसलाइक गर्ने १२ जाना लाई रबि ज्यु हिरासत मा भए को मन पर्ने थिएछ भने पछि खाते हरु ... ... ... . ?,डिसलाइक जाना रबि ज्यु हिरासत मन थिएछ खाते
0,PROFANITY,खाते,खाते युटुबे हरु युटुबेनै हुन किन की भित्र न्युज भिन्दैर शीर्षक भिन्दै किन राख्छौ आफ्नो भुउज बराउन खाते मुलाहो सहिर सत्तेकुरा को प्रसारण गर्न तिमि हरु लाई पनि जनता ले सरसम्मान गर्छ गाली गर्दैनन धन्यवाद ।,खाते युटुबे युटुबेनै न्युज भिन्दैर शीर्षक भिन्दै भुउज बराउन खाते मुलाहो सहिर सत्तेकुरा प्रसारण तिमि जनता सरसम्मान गाली गर्दैनन धन्यवाद
0,PROFANITY,कन्डम फुटेर जन्मे को,त्यो कन्डम फुटेर जन्मे को दिल निशानि ले मात्र हो रबि को बिरोध गर्ने ।,कन्डम फुटेर जन्मे दिल निशानि रबि बिरोध
0,PROFANITY,साला पसु,यो धमाला साला पसु हो पाति को झोले ।,धमाला साला पसु पाति झोले
0,PROFANITY,पागल,ॠषि धमला पागल हाे हावाकाे सब लाई थहा छ कस ले दिएकाे पत्रकारकाे नक्कली लैसन ... ।,ॠषि धमला पागल हाे हावाकाे सब थहा कस दिएकाे पत्रकारकाे नक्कली लैसन
0,PROFANITY,मुजि,हिजो आ को युटुबे को प्रश्न सोधाइ हेर मुजि ।,हिजो युटुबे प्रश्न सोधाइ हेर मुजि
0,PROFANITY,दलाल,यो ऋषि धमला १००%भारत को दलाल हो ।,ऋषि धमला भारत दलाल
0,PROFANITY,कुकुर,यो ऋषि कुकुर को के कुरा गर्नु खै ।,ऋषि कुकुर खै
0,PROFANITY,जुठो खाने भतुवा कुकुर,ऋषि धमला पार्टी को जुठो खाने भतुवा कुकुर हाे 100% थुक्क चाेर ।,ऋषि धमला पार्टी जुठो खाने भतुवा कुकुर हाे थुक्क चाेर
0,PROFANITY,चोर,जनतालाइ विभाजन गर्ने नै चोर नेता हरू हुन ।,जनतालाइ विभाजन चोर नेता
0,PROFANITY,अपराधी,मेयर ले त्यही भन्दिदा चै अपराधी ?,मेयर त्यही भन्दिदा चै अपराधी
0,PROFANITY,बलात्कार,आफु ले गरे चमत्कार अरु ले गरे बलात्कार ?,आफु गरे चमत्कार अरु गरे बलात्कार
0,PROFANITY,चौथो लिंगि,आफु ले गरे चमत्कार अरु ले गरे बलात्कार hello चौथो लिंगि हरु ?,आफु गरे चमत्कार अरु गरे बलात्कार चौथो लिंगि
0,PROFANITY,साले कुकुर,खाते पत्रकार को नाक को डाँडि मात्र होईन हात खुट्टा नै भाँचिदिनु पर्छ साले कुकुर को ।,खाते पत्रकार नाक डाँडि होईन हात खुट्टा भाँचिदिनु साले कुकुर
1,PROFANITY,राडिकाछोरा,यिनै राडिकाछोरा हरु ले गर्दा देश बिकास हुन नसके को हो ।,यिनै राडिकाछोरा देश बिकास नसके
0,PROFANITY,चुप साला,चुप साला चाटुकार पत्रुझार .. ।,चुप साला चाटुकार पत्रुझार
0,PROFANITY,अलछिना,जस्तै कि तिनी हरु घर मा आफ्ना बा आमालाइ नि इन्कार गर्ने अलछिना हरु हुन ।,घर आफ्ना बा आमालाइ इन्कार अलछिना
0,PROFANITY,साला चोर भ्रष्टाचार लुटेरा,"2 , 3 दिन काठमाडौ शहर झिलिमिली बनाएर के गर्नु सधैं भरी यस्तो बनाउन साला चोर भ्रष्टाचार लुटेरा नेता हो ।",दिन काठमाडौ शहर झिलिमिली बनाएर भरी बनाउन साला चोर भ्रष्टाचार लुटेरा नेता
0,PROFANITY,साला भिकारी,साला भिकारी हरु तिम्रा बाउ भन्दा पनि ठूलो होला ।,साला भिकारी तिम्रा बाउ ठूलो
0,PROFANITY,बेइमान कुकुर,आखिर मा देश र जनता लाई यी बेइमान कुकुर हरु ले केहिपनि गर्ने होइनन् ।,आखिर देश जनता बेइमान कुकुर केहिपनि
0,PROFANITY,चोर दलाल,यो काङ्ग्रेस झन चोर दलाल हो के हि गर्दैन ।,काङ्ग्रेस झन चोर दलाल हि गर्दैन
1,PROFANITY,रणडी को छोरा माचिक्ने चोर कुकुर,गगन थापा रणडी को छोरा माचिक्ने चोर कुकुर अझ पढ्नै नसक्ने लेख लाई र कमेन्ट लाई बन्द गर्नु पर्छ भन्द के भो मान्यवर ?,गगन थापा रणडी छोरा माचिक्ने चोर कुकुर अझ पढ्नै नसक्ने लेख कमेन्ट भन्द भो मान्यवर
1,PROFANITY,मुजि,तेस्ता मुजि हरु पनि प्रतिपक्षी रे !,तेस्ता मुजि प्रतिपक्षी रे
0,PROFANITY,साले कुकुर,गगन गर्जियो तर योपनि त हिजु को दिन मा तेस्तैहो साले कुकुर ।,गगन गर्जियो योपनि हिजु दिन तेस्तैहो साले कुकुर
1,PROFANITY,रा*,यो रा* रास्ट्रपति लाइ कस् ले बोले को बुझ्छ त ।,रा रास्ट्रपति कस् बोले बुझ्छ
0,PROFANITY,थुक्क साला,उस्ता मुजि पनि देश को राष्ट्र पथि थुक्क साला ।,उस्ता मुजि देश राष्ट्र पथि थुक्क साला
1,PROFANITY,साले रण्डि को छोरी पोईमारा,बिध्यादेबि साले रण्डि को छोरी पोईमारा पसुपति ले तेरो छिटै अन्त्य गरून् अरु को इज्जत गर्न आउदैन रैच ।,बिध्यादेबि साले रण्डि छोरी पोईमारा पसुपति तेरो छिटै अन्त्य गरून् अरु इज्जत आउदैन रैच
1,PROFANITY,रखेल,याे मदनेकि स्वास्नी हाे कि केपिकि रखेल ?,याे मदनेकि स्वास्नी हाे केपिकि रखेल
1,PROFANITY,थुक्क रण्डी,थुक्क रण्डी के बोल्नु पर्छ के बोल्नु हुदैन भन्ने कुरा पनि थाहाँ छैन ।,थुक्क रण्डी बोल्नु बोल्नु हुदैन थाहाँ
0,PROFANITY,साला,सुँगुर ले माथी गयर गु खान पाउछु भन्नू र यो साला सुँगुर दिल साचो बोल्नु यौतै हो ।,सुँगुर माथी गयर गु खान पाउछु भन्नू साला सुँगुर दिल साचो बोल्नु यौतै
0,PROFANITY,चुतिया,साले कुकुर पत्रकार चुतिया तो लाई इन्डिया को चिन्ता लाग्यो जानू उतै मुन्टिनु कुकुर ।,साले कुकुर पत्रकार चुतिया तो इन्डिया चिन्ता लाग्यो जानू उतै मुन्टिनु कुकुर
0,PROFANITY,खाते,यो खाते पत्रकार चही गु खा साल तेरो पत्रकार गर्न आउदैन भने किन गर्नु ।,खाते पत्रकार चही गु खा साल तेरो पत्रकार आउदैन
0,PROFANITY,विहारी,"यो चिक्ने पत्रकार विहारी परेछ की कसो मुजी नेपाल को बारे मा प्रशन गनुनी के नेपाल देश ईन्डीया को कुनै स्टेट होर सुरेन्द्र केसीसग प्रशन गनु यार अच्म आझै 5 , 7बषेॅ पडेर आऊ पत्रकार भाई ।",चिक्ने पत्रकार विहारी परेछ कसो मुजी नेपाल प्रशन गनुनी नेपाल देश ईन्डीया स्टेट होर सुरेन्द्र केसीसग प्रशन यार अच्म आझै बषेॅ पडेर आऊ पत्रकार भाई
0,PROFANITY,लामो मा. .. चि साले थुक खाते,यो खाते पत्रकार को प्रशन कस्तो लामो मा. .. चि साले थुक खाते तेरो बुद्धि अलिक सिकेर बोल्नुपर्छ ।,खाते पत्रकार प्रशन कस्तो लामो चि साले थुक खाते तेरो बुद्धि अलिक सिकेर बोल्नुपर्छ
1,PROFANITY,राडि को बान पाखे,राडि को बान पाखे पत्रकार तै ले सोद्नी प्रसन एस्तै हो पाखन्डि ।,राडि बान पाखे पत्रकार तै सोद्नी प्रसन एस्तै पाखन्डि
0,PROFANITY,खाते,मुख मा थप्पड हान्न पर्नी पत्रकार रैछ खाते ।,मुख थप्पड हान्न पर्नी पत्रकार रैछ खाते
0,PROFANITY,साले चोर,यो कुकुर पत्रकार चुतिया बोल्ने शैली सोध्ने प्रश्न्न एक दाम गालत हो यस्ता पत्रकार हुनु भान्दा नहुनु बेस हो साले चोर पत्रकार ।,कुकुर पत्रकार चुतिया बोल्ने शैली सोध्ने प्रश्न्न दाम गालत यस्ता पत्रकार भान्दा नहुनु बेस साले चोर पत्रकार
0,PROFANITY,मुजि,यो मुजि पुन्य आफै लेखचर दिन्छ लामो जस्तो केपि प्रचण्ड सरकार लाई अब बिपल्ब ले खोजिखोजी दिन्छ दन्क ।,मुजि पुन्य लेखचर लामो केपि प्रचण्ड सरकार बिपल्ब खोजिखोजी दन्क
0,PROFANITY,पाल्तु कुकुर,पुन्य गौतम ओलि को पाल्तु कुकुर हो !,पुन्य गौतम ओलि पाल्तु कुकुर
0,PROFANITY,मुत्र पिएर मति भ्रष्ट,यू पुन्य आफ्ना आमा दिदीबहिनी र श्रीमति लाई पनि पैसा मा बेच्छ होलीयन को मुत्र पिएर मति भ्रष्ट भए को छ ।,यू पुन्य आफ्ना दिदीबहिनी श्रीमति पैसा बेच्छ होलीयन मुत्र पिएर मति भ्रष्ट
0,PROFANITY,बौलाए,पुन्य गौतम हिजोआज बौलाए को रहेछ के बोल्नु हुन्छ र हुँदैन त्यो पनि थाहा छैन ।,पुन्य गौतम हिजोआज बौलाए बोल्नु हुँदैन थाहा
0,PROFANITY,बाैला,बाैला गाैतम जेमन लाछ तेहि बाेलछस ।,बाैला गाैतम जेमन लाछ तेहि बाेलछस
0,PROFANITY,मुजि,यो मुजि हो पुन्य गौतम साला अन्ध भक्त ।,मुजि पुन्य गौतम साला अन्ध भक्त
0,PROFANITY,कुकुर,हान न हो सागर जि यो साला को दशै को मा मा बस्नी गरि हान्नु पर्यो कुकुर बदि भुक्दै छ ।,हान सागर जि साला दशै बस्नी हान्नु कुकुर बदि भुक्दै
1,PROFANITY,रण्डि को बान,पुन्य गौतम ग्यानेन्द्र साहि को घटना मा नेकपा लाई आरोप लागे को भय रण्डि को बान किन तेरो पुलिस ले समाउदैन ।,पुन्य गौतम ग्यानेन्द्र साहि घटना नेकपा आरोप लागे भय रण्डि बान तेरो पुलिस समाउदैन
0,PROFANITY,कुकुर,पुन्य भन्ने कुकुरलाइ गुउ खुवाउन पर्छ अनि मात्र यस् ले सहि बोल्छ ।,पुन्य कुकुरलाइ गुउ खुवाउन अनि यस् सहि बोल्छ
0,PROFANITY,बफादार कुक्कुर,यो पुण्य गौतम सरकार को नोकर नभए पनि नेकपा को अवश्य बफादार कुक्कुर हो ।,पुण्य गौतम सरकार नोकर नभए नेकपा अवश्य बफादार कुक्कुर
0,PROFANITY,पातकी डाका,यस को र बाबुराम को पीएडी ऊसतै चोर पुन्य पातकी डाका ।,बाबुराम पीएडी ऊसतै चोर पुन्य पातकी डाका
0,PROFANITY,मुजि,यो पन्ने मुजिलाइ ब्रेनवास गर्नकोलागि राडिकाछोरा ले खटाए को छ ।,पन्ने मुजिलाइ ब्रेनवास गर्नकोलागि राडिकाछोरा खटाए
0,PROFANITY,चिक्ने,यो चिक्नेलाइ कन्डो मा अागो लाऊोन कसै ले ।,चिक्नेलाइ कन्डो अागो लाऊोन
0,PROFANITY,साला कुकुर,यो साला कुकुर पुन्णु लाइ लात हानेर आउट गर्नु पर्छ कुकुर बलतकारि यइ हो ।,साला कुकुर पुन्णु लात हानेर आउट कुकुर बलतकारि यइ
0,PROFANITY,मुजि,यो मुजि बोलेर जित्न सक्दैन अनि दुनियाँ उदाहरण दिन्छ साले खाते ।,मुजि बोलेर जित्न सक्दैन अनि दुनियाँ साले खाते
0,PROFANITY,धाेती सले चाेर खाते,धाेती सले चाेर खाते नेपाल अएर नेपाली चेलीबेटी लाई फासी गनुपछ बलात्कार लाई ।,धाेती चाेर खाते नेपाल अएर नेपाली चेलीबेटी फासी गनुपछ बलात्कार
0,PROFANITY,साले कुकुर,क्यामेरा एकछी न बन्द गरेर रगत छात्ने गरि हान्नु पर्ने थियो साले कुकुर लाई यति रिस त आज सम्म उठे को छैन ।,क्यामेरा एकछी रगत छात्ने हान्नु साले कुकुर रिस उठे
0,PROFANITY,साला धोती नरपिचास,भगवान कसम मलाइ त्यो साला धोती नरपिचास को मुख सम्म हेर्दा यो भिडियो हेर्दा मै ले भेटे भने मै ले आफै काटेर साला लाई हजार टुत्रा पारिदियर बरु जन्म कैद बस्दाम झै भैसक्यौ ।,भगवान कसम साला धोती नरपिचास मुख हेर्दा भिडियो हेर्दा भेटे काटेर साला हजार टुत्रा पारिदियर जन्म कैद बस्दाम झै भैसक्यौ
0,PROFANITY,घुसखोर ददाल भ्रस्ट लाई मुर्दाबाद,घुसखोर ददाल भ्रस्ट लाई मुर्दाबाद ।,घुसखोर ददाल भ्रस्ट मुर्दाबाद
0,PROFANITY,दलाल भ्रष्टाचारी गुण्डा,आनुहार हेर्दा नै दलाल भ्रष्टाचारी गुण्डा देखिन्छ ।,आनुहार हेर्दा दलाल भ्रष्टाचारी गुण्डा
0,PROFANITY,पाखन्डि साला,तेरै गुरु मात्र राम्राे हाे ढाेङ्गि ढाेङ्गि काहा बाट अायाे याे लिटल बुघ पाखन्डि साला ।,तेरै गुरु राम्राे हाे ढाेङ्गि ढाेङ्गि काहा बाट अायाे याे लिटल बुघ पाखन्डि साला
0,PROFANITY,चोर,धर्म लाई सम्मान गर्छु तर यी चोर हरु लाई तह लगाउनु हाजिर हुनु त ।,धर्म सम्मान चोर तह लगाउनु हाजिर
1,PROFANITY,चिक्ने,यो चिक्ने गुरु खै कता छ MC गुरु को जाठा हरु यो कुन दुनियाँ हो माधरचोत हरु त्यो जाठो गुरु को थोपडा हेर्न पाउनु पर्यो mc ।,चिक्ने गुरु खै कता गुरु जाठा कुन दुनियाँ माधरचोत जाठो गुरु थोपडा हेर्न पाउनु
0,PROFANITY,मुजि घन्टा,राम बा. बम्जन मुजि घन्टा गुरु ।,राम बा बम्जन मुजि घन्टा गुरु
0,PROFANITY,मुजि,मुजि गुरु रे भिखारि हो ।,मुजि गुरु रे भिखारि
1,PROFANITY,मुजि,"त्यो बलात्कारी बाउ को छोरो कता गयो मुजि , रबि दाजु हिरासत मा हुदा खुब 10 लाख माग्यो भनेर आरोप लगाईरा को थियो रण्डि को छोरो ।",बलात्कारी बाउ छोरो कता मुजि रबि दाजु हिरासत खुब लाख माग्यो भनेर आरोप लगाईरा रण्डि छोरो
0,PROFANITY,भ्रष्टचारी का सन्तान,334 जना भ्रष्टचारी का सन्तान हरू को हात मा किरा परिसकेछ dislike हान्न ।,जना भ्रष्टचारी सन्तान हात किरा परिसकेछ हान्न
1,PROFANITY,रनडि को चेलो,यो नेता भनाउदो कस को चेलो हो लार भायौ गाजा खाएर बो लिरहे को छ ला परशन एउ टा उतर अर कै पो दिनछ बा कै रनडि को चेलो हो ।,नेता भनाउदो कस चेलो लार भायौ गाजा खाएर बो लिरहे ला परशन एउ टा उतर अर पो दिनछ बा रनडि चेलो
0,PROFANITY,मुजि,"ओए मुजि पुन्य गौतम खाली बिदेसि को गुनगान र बढाइचढाइ मात्रै गर्छस , , ?",ओए मुजि पुन्य गौतम खाली बिदेसि गुनगान बढाइचढाइ गर्छस
0,PROFANITY,साला,का काम गरे को छ तेरो सरकार ले साला पुर्ती लाउछस ।,काम गरे तेरो सरकार साला पुर्ती लाउछस
1,PROFANITY,रण्डी,यस ले पनि रण्डी मदर मुन को सुक्रकिट मिसाए को होलि वाइन खाए को होला र ढाकछोप गरि बोल्छ ।,रण्डी मदर मुन सुक्रकिट मिसाए होलि वाइन खाए ढाकछोप बोल्छ
1,PROFANITY,मुजि,यो मुजि पाठक जापान मा मासु बोग्दा बोग्दा गरेर आए को खुबै ठूलो ठूलो भुग्छ साले कुत्त ।,मुजि पाठक जापान मासु बोग्दा बोग्दा खुबै ठूलो ठूलो भुग्छ साले कुत्त
1,PROFANITY,रन्डी को छोरो अरिंगाल,यो रन्डी को छोरो अरिंगाल पाठक लै चार पाटे मुडेर खुला मंच मा उल्टो पारेर झुन डाउ न पर्छ ... ।,रन्डी छोरो अरिंगाल पाठक लै पाटे मुडेर खुला मंच उल्टो पारेर झुन डाउ
1,PROFANITY,माचिक्ने,इ माचिक्ने नेता हरुलाइ थेगान नलगाउने हो भने ।,माचिक्ने नेता थेगान नलगाउने
0,PROFANITY,साला आतंककारी,राजा ले एकीकरण गरेर बनाए को देश मा छाती फुल्काएर म नेपाली हु भन्न पाए को छ अझ ठुलो स्वर साला आतंककारी ।,राजा एकीकरण बनाए देश छाती फुल्काएर नेपाली भन्न पाए अझ ठुलो स्वर साला आतंककारी
0,PROFANITY,खाते,खाते नेतागिरि गर्ने हरु जति सबै लाई कुनै कार्यक्रम राखेर समेलन गराउ त्यस पछि बम बिस्फोट गराएर सबै लाई ध्वस्त पार्न मै ले बम बिस्फोट गराएर आफ्नो ज्यान दिन ससक्छु ता की मेरा सन्तति ले पनि नेपाली हु भनेर गर्व गर्न सकुन ।,खाते नेतागिरि जति कार्यक्रम राखेर समेलन गराउ बम बिस्फोट गराएर ध्वस्त पार्न बम बिस्फोट गराएर ज्यान दिन ससक्छु ता मेरा सन्तति नेपाली भनेर गर्व सकुन
1,PROFANITY,मुजि,यो माचिक्ने kp र प्रचन्द लाइ सिदै गोलि हान्छु रादि को छोरा हरु देश दोर्ही जनता को पशिना चुसिरा छस नि यो मुजि प्रत्र कार को नि ।,माचिक्ने प्रचन्द गोलि हान्छु रादि छोरा देश दोर्ही जनता पशिना चुसिरा छस मुजि प्रत्र कार
0,PROFANITY,चम्चा साला,यो रन्डि को बाहान नगेन्द्र चम्चा साला ।,रन्डि बाहान नगेन्द्र चम्चा साला
1,PROFANITY,राडि,भोलि राडि ले चढे को गाडि भोलि आउने अर्को गोरु ले नचढ्ने होला नि ?,भोलि राडि चढे गाडि भोलि आउने गोरु नचढ्ने
0,PROFANITY,खाते,"याे सुरज नि मिले को , , खाते हाे , , , पदमुखि प्रहरी मुखि साला भाते कुरा घुमाउछ ।",याे सुरज मिले खाते हाे पदमुखि प्रहरी मुखि साला भाते घुमाउछ
0,PROFANITY,साला,यो प्रहरी ले गफ दिदै छ साला ।,प्रहरी गफ साला
1,PROFANITY,खाते मुजि,यो खाते मुजि सरकार र नेपाल पुलिस को बचाउ गर्दैछ ।,खाते मुजि सरकार नेपाल पुलिस बचाउ
0,PROFANITY,खाते,त जस्ता खाते ले अहिले सम्म कति छानबिन निस्पक्ष गरियो यउटा भन्न सक्छस हामी त्तकाल भन्दैनौ नभने पनि भिडियो ईडिट गरि तथाकथित पत्रकार लाई चै दिईन्छ किन भनिनस ।,जस्ता खाते अहिले कति छानबिन निस्पक्ष यउटा भन्न सक्छस त्तकाल भन्दैनौ नभने भिडियो ईडिट तथाकथित पत्रकार चै दिईन्छ भनिनस
0,PROFANITY,कुकुर,प्रस्न को उतर दिन नसक्ने कुकुर पोखरेल को नाक म उ लगाइस dig ।,प्रस्न उतर दिन नसक्ने कुकुर पोखरेल नाक लगाइस
1,PROFANITY,रन्डी को छोरो,बोल्नै मिल्दै न भ ने किन आय को त रन्डी को छोरो त पुलिस जे सोदे पनि बोल्नै मिल्दै न भन छ यार अनि मेरो लाडो गर्न आय को मुजि ।,बोल्नै मिल्दै आय रन्डी छोरो पुलिस सोदे बोल्नै मिल्दै यार अनि लाडो आय मुजि
0,PROFANITY,कुकुर,यो कुकुर किसोर शेरेस्ठ कम्युनिस्ट को खोल ओडेर सारा कम्युनिस्ट को बेजत गर्यो यस्लाइ बास को कप्ट्यारो हानेर फकलक् कै बनाउन पर्छ ।,कुकुर किसोर शेरेस्ठ कम्युनिस्ट खोल ओडेर कम्युनिस्ट बेजत यस्लाइ बास कप्ट्यारो हानेर फकलक् बनाउन
0,PROFANITY,चोर,राजनीति लाई आम्दानी को पेसा बनाए को छौ होइन चोर हरु हो ।,राजनीति आम्दानी पेसा बनाए चोर
0,PROFANITY,मुला खाते,लाजै लाग्यो थैट ... .. मुला खाते हरु ... .. कुन मर्यादा मा छु काहा छु काहा बोल्दैछु ... .. थुइक्क जाठा हरु ।,लाजै लाग्यो थैट मुला खाते कुन मर्यादा काहा काहा बोल्दैछु थुइक्क जाठा
1,PROFANITY,मुजि,यो मुजि पत्रकार पनि रिसी धमला जस्तै रहेछ आफु मात्र बोल्छ बक्ता हरु लाइ त बोल्न देन भोडगधा ।,मुजि पत्रकार रिसी धमला आफु बोल्छ बक्ता बोल्न देन भोडगधा
0,PROFANITY,भोडगधा,कसरि पत्रकार भयो यो भोडगधा ।,कसरि पत्रकार भोडगधा
0,PROFANITY,saale चोर,कुकुर र बिरला को झगड़ा saale चोर हरू लाई बोलन लाज पनी hunu Parne goli hannu parne yin ’ s haru lai ।,कुकुर बिरला झगड़ा चोर बोलन लाज पनी
0,PROFANITY,साला दलाल,19- 20 मात्रै हुन साला दलाल हरु ।,साला दलाल
0,PROFANITY,डम्ना,सबै नेता हरु चाेर हुन र पानिमाथिकाे वबानाे बन्न खाेच्छन डम्ना हरु ।,नेता चाेर पानिमाथिकाे वबानाे खाेच्छन डम्ना
0,PROFANITY,चाेर,का ले का ले मिलेर खाउ भाले चाेर हरु ।,मिलेर खाउ भाले चाेर
0,PROFANITY,थुक्क चुतिया,थुक्क चुतिया हरु हो लाज सरम छैन दुबै जना चुतिया भ्रष्टाचार को नाइके हौ ।,थुक्क चुतिया लाज सरम दुबै जना चुतिया भ्रष्टाचार नाइके हौ
0,PROFANITY,भ्रष्ट चोर,हे भ्रष्ट चोर हरु लाज लाग्दैन ?,हे भ्रष्ट चोर लाज लाग्दैन
0,PROFANITY,चोर दलाल,लाज सरम पचे का चोर दलाल हरु ।,लाज सरम पचे चोर दलाल
1,PROFANITY,रन्डि का भ्रस्ट छोरा,"रन्डि का भ्रस्ट छोरा हरु , कति लुट्छौ ?",रन्डि भ्रस्ट छोरा कति लुट्छौ
0,PROFANITY,साला,यस्तो त पुलिस को हाकिम साला ।,पुलिस हाकिम साला
1,PROFANITY,रडिकाे छाेरा,घटना घटे ५ ठाउ मा हात भाचने भिडन्त भने रडिकाे छाेरा भाेलि पुलिस जागिर खाने हाेस भने रामाे कुरा गर रनडिकाे छाराण ।,घटना घटे ठाउ हात भाचने भिडन्त रडिकाे छाेरा भाेलि पुलिस जागिर खाने हाेस रामाे रनडिकाे छाराण
1,PROFANITY,माचिक्ने रन्दि को छोरा,यो माचिक्ने रन्दि को छोरा राम बहादुर बादल र यो साले खाते रन्दि को छोरा बिस्वराज पोखरेल लाई पनि मार्नु पर्छ छाडा रन्दि को छोरा हरु ।,माचिक्ने रन्दि छोरा राम बहादुर बादल साले खाते रन्दि छोरा बिस्वराज पोखरेल मार्नु छाडा रन्दि छोरा
0,PROFANITY,खाते,यो खाते अधिवक्ता दिनेश त्रिपाठी को अावज सुन्न पनि मन पर्दैन ।,खाते अधिवक्ता दिनेश त्रिपाठी अावज सुन्न मन पर्दैन
1,PROFANITY,खाते रन्डि को छोरा,यो खाते रन्डि को छोरा कस्तो मानव अधिकार बादी हो ?,खाते रन्डि छोरा कस्तो मानव अधिकार बादी
0,PROFANITY,चोर,गोलि किन हान्यो तिर्थ लाइ प्रहरी ले त चोर होश प्रबक्ता ।,गोलि हान्यो तिर्थ प्रहरी चोर होश प्रबक्ता
0,PROFANITY,साला,यो पनि कुकुर पत्रकार नै हो साला जबर्जस्ती माफ माग्न लगाउने तँ कुकुर को हो ?,कुकुर पत्रकार साला जबर्जस्ती माफ माग्न लगाउने तँ कुकुर
0,PROFANITY,माचिस,यो पत्रकार को कुरा सुन्दा यो माचिस पत्रकार पनि भ्रष्टाचारि हरु सङ्ग चिया पानी खाए को जस्तो देखियो बुडेसकाल मा कुटाइ खालास ।,पत्रकार सुन्दा माचिस पत्रकार भ्रष्टाचारि सङ्ग चिया पानी खाए बुडेसकाल कुटाइ खालास
0,PROFANITY,साले,यो पत्रकार का नाम मा तलुवा हो साले केही अङ्ग्रेजी बुझ्छ कि नाइ यो पत्रकार ले ।,पत्रकार नाम तलुवा साले अङ्ग्रेजी बुझ्छ नाइ पत्रकार
0,PROFANITY,गोरु जस्तो मुजि डण्ठे,समस्या को कुरा गरौं भनेर नबुझ्ने गोरु जस्तो मुजि डण्ठे ले कसरी आई जिपि को पद पायो हँ ।,समस्या भनेर नबुझ्ने गोरु मुजि डण्ठे आई जिपि पद पायो हँ
1,PROFANITY,रन्डी का छोरा,ए रन्डी का छोरा नेपाली प्रहरी हो हिमत छ भने हामी जस्ता सच्चाँ नेपाली लाई दे बर्दि सक्छस् ।,रन्डी छोरा नेपाली प्रहरी हिमत जस्ता सच्चाँ नेपाली दे बर्दि
0,PROFANITY,gunda चोर अनि बलातकारि,नेपाल प्रहरी नै नेपाल को सबै भन्दा ठुलो gunda चोर अनि बलातकारि छन ।,नेपाल प्रहरी नेपाल ठुलो चोर अनि बलातकारि छन
0,PROFANITY,साला,साला डिआइजी जागिर खुस्किनु पर्ने रहेछ ।,साला डिआइजी जागिर खुस्किनु
0,PROFANITY,साला कुकुर,यस्ता पुसिल्लाइ भाला नै हानु पर्छ साला कुकुर हरु तेसरी पिते को छ अझ भन्छ पुलिस को गल्ती भा को छैन भनेर ।,यस्ता पुसिल्लाइ भाला हानु साला कुकुर तेसरी पिते अझ पुलिस गल्ती भा भनेर
0,PROFANITY,"चोर , दलाल , भ्रष्ट , बलत्कारी","नेपाल प्रहरी नै चोर , दलाल , भ्रष्ट , बलत्कारी को समर्थन गर्ने पुलीस हो ।",नेपाल प्रहरी चोर दलाल भ्रष्ट बलत्कारी समर्थन पुलीस
0,PROFANITY,झोले कुकुर,किन की ग्यानेन्द्र साही को घतना को कुरा उथाय को मा अरु थुला मिडिया भनाउदा हरु का झोले कुकुर पत्रकार हरु कता मरे को छ ।,ग्यानेन्द्र साही घतना उथाय अरु थुला मिडिया भनाउदा झोले कुकुर पत्रकार कता मरे
0,PROFANITY,चोर,"यो घटना पुर्ण रुप मा षडयन्त्र र योजना बद्द तरिका ले भये को हो , , किनकि सबिन्द्र मिश्र ले वइड बढी केस मा सबै को नाम खुलाउछ भनेर मुक्य केपिवली , सेरे चोर को सङ्लन्ता मा यो घटना घाटये को हो , , !",घटना पुर्ण रुप षडयन्त्र योजना बद्द तरिका भये सबिन्द्र मिश्र वइड बढी केस नाम खुलाउछ भनेर मुक्य केपिवली सेरे चोर सङ्लन्ता घटना घाटये
0,PROFANITY,साला भाते,"माैसम बिग्रएकाे भए किन पठाईयाे त , , , गफ साला भाते , , , , ।",माैसम बिग्रएकाे पठाईयाे गफ साला भाते
1,PROFANITY,भालुनी,ठुक् का भालुनी रहेछ यस्तो ले जनता को सेवा कसरी गर्छ ।,ठुक् भालुनी जनता सेवा
1,PROFANITY,बौलाऊदै हिडीछे बेश्या लय,बौलाएर भालु बरबराएर नांगै हिडीछे र पार्टी ले निस्कासन गर्यो अहिले बौलाऊदै हिडीछे बेश्या लय की आईमाई !,बौलाएर भालु बरबराएर नांगै हिडीछे पार्टी निस्कासन अहिले बौलाऊदै हिडीछे बेश्या लय आईमाई
