Target,Predicted Label,Remarks,Sentences
0,PROFANITY,खाते,खाते पत्रकार चही गु खा साल तेरो पत्रकार आउदैन
0,PROFANITY,विहारी,चिक्ने पत्रकार विहारी परेछ की कसो मुजी नेपाल प्रशन गनुनी नेपाल देश ईन्डीया स्टेट होर सुरेन्द्र केसीसग प्रशन गनु यार अच्म आझै बषेॅ पडेर आऊ पत्रकार भाई
0,PROFANITY,लामो मा. .. चि साले थुक खाते,खाते पत्रकार प्रशन कस्तो लामो चि साले थुक खाते तेरो बुद्धि अलिक सिकेर बोल्नुपर्छ
1,PROFANITY,राडि को बान पाखे,राडि बान पाखे पत्रकार तै सोद्नी प्रसन एस्तै पाखन्डि
0,PROFANITY,खाते,मुख थप्पड हान्न पर्नी पत्रकार रैछ खाते
0,PROFANITY,साले चोर,कुकुर पत्रकार चुतिया बोल्ने शैली सोध्ने प्रश्न्न दाम गालत यस्ता पत्रकार हुनु भान्दा नहुनु बेस साले चोर पत्रकार
0,PROFANITY,मुजि,मुजि पुन्य आफै लेखचर दिन्छ लामो केपि प्रचण्ड सरकार बिपल्ब खोजिखोजी दिन्छ दन्क
0,PROFANITY,पाल्तु कुकुर,पुन्य गौतम ओलि पाल्तु कुकुर
0,PROFANITY,मुत्र पिएर मति भ्रष्ट,यू पुन्य आफ्ना आमा दिदीबहिनी श्रीमति पैसा बेच्छ होलीयन मुत्र पिएर मति भ्रष्ट
0,PROFANITY,बौलाए,पुन्य गौतम हिजोआज बौलाए रहेछ बोल्नु हुँदैन थाहा
0,PROFANITY,बाैला,बाैला गाैतम जेमन लाछ तेहि बाेलछस
0,PROFANITY,मुजि,मुजि पुन्य गौतम साला अन्ध भक्त
0,PROFANITY,कुकुर,हान सागर जि साला दशै बस्नी हान्नु पर्यो कुकुर बदि भुक्दै
1,PROFANITY,रण्डि को बान,पुन्य गौतम ग्यानेन्द्र साहि घटना नेकपा आरोप लागे भय रण्डि बान तेरो पुलिस समाउदैन
0,PROFANITY,कुकुर,पुन्य कुकुरलाइ गुउ खुवाउन अनि यस् सहि बोल्छ
0,PROFANITY,बफादार कुक्कुर,पुण्य गौतम सरकार नोकर नभए नेकपा अवश्य बफादार कुक्कुर
0,PROFANITY,पातकी डाका,बाबुराम पीएडी ऊसतै चोर पुन्य पातकी डाका
0,PROFANITY,मुजि,पन्ने मुजिलाइ ब्रेनवास गर्नकोलागि राडिकाछोरा खटाए
0,PROFANITY,चिक्ने,चिक्नेलाइ कन्डो अागो लाऊोन
0,PROFANITY,साला कुकुर,साला कुकुर पुन्णु लाइ लात हानेर आउट कुकुर बलतकारि यइ
0,PROFANITY,मुजि,मुजि बोलेर जित्न सक्दैन अनि दुनियाँ दिन्छ साले खाते
0,PROFANITY,धाेती सले चाेर खाते,धाेती सले चाेर खाते नेपाल अएर नेपाली चेलीबेटी फासी गनुपछ बलात्कार
0,PROFANITY,साले कुकुर,क्यामेरा एकछी रगत छात्ने हान्नु पर्ने साले कुकुर रिस आज उठे
0,PROFANITY,साला धोती नरपिचास,भगवान कसम मलाइ साला धोती नरपिचास मुख हेर्दा भिडियो हेर्दा मै भेटे मै आफै काटेर साला हजार टुत्रा पारिदियर जन्म कैद बस्दाम झै भैसक्यौ
0,PROFANITY,घुसखोर ददाल भ्रस्ट लाई मुर्दाबाद,घुसखोर ददाल भ्रस्ट मुर्दाबाद
0,PROFANITY,दलाल भ्रष्टाचारी गुण्डा,आनुहार हेर्दा दलाल भ्रष्टाचारी गुण्डा
0,PROFANITY,पाखन्डि साला,तेरै गुरु राम्राे हाे ढाेङ्गि ढाेङ्गि काहा बाट अायाे याे लिटल बुघ पाखन्डि साला
0,PROFANITY,चोर,धर्म सम्मान चोर हरु तह लगाउनु हाजिर हुनु
1,PROFANITY,चिक्ने,चिक्ने गुरु खै कता गुरु जाठा हरु कुन दुनियाँ माधरचोत हरु जाठो गुरु थोपडा हेर्न पाउनु पर्यो
0,PROFANITY,मुजि घन्टा,राम बा बम्जन मुजि घन्टा गुरु
0,PROFANITY,मुजि,मुजि गुरु रे भिखारि
1,PROFANITY,मुजि,बलात्कारी बाउ छोरो कता गयो मुजि रबि दाजु हिरासत हुदा खुब लाख माग्यो भनेर आरोप लगाईरा रण्डि छोरो
0,PROFANITY,भ्रष्टचारी का सन्तान,जना भ्रष्टचारी सन्तान हरू हात किरा परिसकेछ हान्न
1,PROFANITY,रनडि को चेलो,नेता भनाउदो कस चेलो लार भायौ गाजा खाएर बो लिरहे ला परशन एउ टा उतर अर कै पो दिनछ बा कै रनडि चेलो
0,PROFANITY,मुजि,ओए मुजि पुन्य गौतम खाली बिदेसि गुनगान बढाइचढाइ मात्रै गर्छस
0,PROFANITY,साला,काम गरे तेरो सरकार साला पुर्ती लाउछस
1,PROFANITY,रण्डी,रण्डी मदर मुन सुक्रकिट मिसाए होलि वाइन खाए ढाकछोप बोल्छ
1,PROFANITY,मुजि,मुजि पाठक जापान मासु बोग्दा बोग्दा खुबै ठूलो ठूलो भुग्छ साले कुत्त
1,PROFANITY,रन्डी को छोरो अरिंगाल,रन्डी छोरो अरिंगाल पाठक लै पाटे मुडेर खुला मंच उल्टो पारेर झुन डाउ
1,PROFANITY,माचिक्ने,इ माचिक्ने नेता हरुलाइ थेगान नलगाउने
0,PROFANITY,साला आतंककारी,राजा एकीकरण बनाए देश छाती फुल्काएर नेपाली हु भन्न पाए अझ ठुलो स्वर साला आतंककारी
0,PROFANITY,खाते,खाते नेतागिरि हरु जति कार्यक्रम राखेर समेलन गराउ त्यस बम बिस्फोट गराएर ध्वस्त पार्न मै बम बिस्फोट गराएर ज्यान दिन ससक्छु ता की मेरा सन्तति नेपाली हु भनेर गर्व सकुन
1,PROFANITY,मुजि,माचिक्ने प्रचन्द लाइ सिदै गोलि हान्छु रादि छोरा हरु देश दोर्ही जनता पशिना चुसिरा छस मुजि प्रत्र कार
0,PROFANITY,चम्चा साला,रन्डि बाहान नगेन्द्र चम्चा साला
1,PROFANITY,राडि,भोलि राडि चढे गाडि भोलि आउने गोरु नचढ्ने
0,PROFANITY,खाते,याे सुरज मिले खाते हाे पदमुखि प्रहरी मुखि साला भाते घुमाउछ
0,PROFANITY,साला,प्रहरी गफ दिदै साला
1,PROFANITY,खाते मुजि,खाते मुजि सरकार नेपाल पुलिस बचाउ गर्दैछ
0,PROFANITY,खाते,जस्ता खाते अहिले कति छानबिन निस्पक्ष गरियो यउटा भन्न सक्छस त्तकाल भन्दैनौ नभने भिडियो ईडिट तथाकथित पत्रकार चै दिईन्छ भनिनस
0,PROFANITY,कुकुर,प्रस्न उतर दिन नसक्ने कुकुर पोखरेल नाक उ लगाइस
1,PROFANITY,रन्डी को छोरो,बोल्नै मिल्दै भ ने आय रन्डी छोरो पुलिस सोदे बोल्नै मिल्दै यार अनि लाडो आय मुजि
0,PROFANITY,कुकुर,कुकुर किसोर शेरेस्ठ कम्युनिस्ट खोल ओडेर कम्युनिस्ट बेजत गर्यो यस्लाइ बास कप्ट्यारो हानेर फकलक् कै बनाउन
0,PROFANITY,चोर,राजनीति आम्दानी पेसा बनाए छौ चोर हरु
0,PROFANITY,मुला खाते,लाजै लाग्यो थैट मुला खाते हरु कुन मर्यादा काहा काहा बोल्दैछु थुइक्क जाठा हरु
1,PROFANITY,मुजि,मुजि पत्रकार रिसी धमला रहेछ आफु बोल्छ बक्ता हरु लाइ बोल्न देन भोडगधा
0,PROFANITY,भोडगधा,कसरि पत्रकार भयो भोडगधा
0,PROFANITY,saale चोर,कुकुर बिरला झगड़ा चोर हरू बोलन लाज पनी
0,PROFANITY,साला दलाल,मात्रै साला दलाल हरु
0,PROFANITY,डम्ना,नेता हरु चाेर पानिमाथिकाे वबानाे खाेच्छन डम्ना हरु
0,PROFANITY,चाेर,मिलेर खाउ भाले चाेर हरु
0,PROFANITY,थुक्क चुतिया,थुक्क चुतिया हरु लाज सरम दुबै जना चुतिया भ्रष्टाचार नाइके हौ
0,PROFANITY,भ्रष्ट चोर,हे भ्रष्ट चोर हरु लाज लाग्दैन
0,PROFANITY,चोर दलाल,लाज सरम पचे चोर दलाल हरु
1,PROFANITY,रन्डि का भ्रस्ट छोरा,रन्डि भ्रस्ट छोरा हरु कति लुट्छौ
0,PROFANITY,साला,पुलिस हाकिम साला
1,PROFANITY,रडिकाे छाेरा,घटना घटे ठाउ हात भाचने भिडन्त रडिकाे छाेरा भाेलि पुलिस जागिर खाने हाेस रामाे गर रनडिकाे छाराण
1,PROFANITY,माचिक्ने रन्दि को छोरा,माचिक्ने रन्दि छोरा राम बहादुर बादल साले खाते रन्दि छोरा बिस्वराज पोखरेल मार्नु छाडा रन्दि छोरा हरु
0,PROFANITY,खाते,खाते अधिवक्ता दिनेश त्रिपाठी अावज सुन्न मन पर्दैन
1,PROFANITY,खाते रन्डि को छोरा,खाते रन्डि छोरा कस्तो मानव अधिकार बादी
0,PROFANITY,चोर,गोलि हान्यो तिर्थ लाइ प्रहरी चोर होश प्रबक्ता
0,PROFANITY,साला,कुकुर पत्रकार साला जबर्जस्ती माफ माग्न लगाउने तँ कुकुर
0,PROFANITY,माचिस,पत्रकार सुन्दा माचिस पत्रकार भ्रष्टाचारि हरु सङ्ग चिया पानी खाए बुडेसकाल कुटाइ खालास
0,PROFANITY,साले,पत्रकार नाम तलुवा साले अङ्ग्रेजी बुझ्छ नाइ पत्रकार
0,PROFANITY,गोरु जस्तो मुजि डण्ठे,समस्या भनेर नबुझ्ने गोरु मुजि डण्ठे आई जिपि पद पायो हँ
1,PROFANITY,रन्डी का छोरा,ए रन्डी छोरा नेपाली प्रहरी हिमत जस्ता सच्चाँ नेपाली दे बर्दि सक्छस्
0,PROFANITY,gunda चोर अनि बलातकारि,नेपाल प्रहरी नेपाल ठुलो चोर अनि बलातकारि छन
0,PROFANITY,साला,साला डिआइजी जागिर खुस्किनु पर्ने रहेछ
0,PROFANITY,साला कुकुर,यस्ता पुसिल्लाइ भाला हानु साला कुकुर हरु तेसरी पिते अझ भन्छ पुलिस गल्ती भा भनेर
0,PROFANITY,"चोर , दलाल , भ्रष्ट , बलत्कारी",नेपाल प्रहरी चोर दलाल भ्रष्ट बलत्कारी समर्थन पुलीस
0,PROFANITY,झोले कुकुर,की ग्यानेन्द्र साही घतना उथाय अरु थुला मिडिया भनाउदा हरु झोले कुकुर पत्रकार हरु कता मरे
0,PROFANITY,चोर,घटना पुर्ण रुप षडयन्त्र योजना बद्द तरिका भये किनकि सबिन्द्र मिश्र वइड बढी केस नाम खुलाउछ भनेर मुक्य केपिवली सेरे चोर सङ्लन्ता घटना घाटये
0,PROFANITY,साला भाते,माैसम बिग्रएकाे पठाईयाे गफ साला भाते
1,PROFANITY,भालुनी,ठुक् भालुनी रहेछ जनता सेवा
1,PROFANITY,बौलाऊदै हिडीछे बेश्या लय,बौलाएर भालु बरबराएर नांगै हिडीछे पार्टी निस्कासन गर्यो अहिले बौलाऊदै हिडीछे बेश्या लय की आईमाई
1,PROFANITY,चिक्यो,माव बादी चिक्यो तेहा चि हिंसा भएन
1,PROFANITY,राडी रन्डी,राडी रन्डी बौलायो आफु भ चोती हैन चोती गर्नै दिन्न थ्यो
1,PROFANITY,चिकायो,थैत मुजि चिकाउने बेला मजा चिकायो अहिले आएर मिलेन अनि दोस लाउदै
1,PROFANITY,भालु,अनुहार सनुहार भालु मुहार
1,PROFANITY,उत्तानो भएर थाप्ने,उत्तानो भएर थाप्ने अहिले हिँसा
1,PROFANITY,राडि,राडिलाइ साल भुकम्प लगेनौ भगवान्
1,PROFANITY,साली भालु,साली भालु अनुहार हेरे छस
1,PROFANITY,भालू,अनुहार हेर्दा ठमेल भालू आइमै
1,VIOLENCE,नाक काटीदिनु पर्छ,नाक काटीदिनु नेवार हरु जती खेर धर्म यार देश रितोपार्छ
1,VIOLENCE,गोलि हान्न,नेपाली गहना हिन्दु नेपाल नेपाली सस्कर्ती बिरोधि हरु गोलि हान्न नेपाल नथुराम जन्म आबस्यक
1,VIOLENCE,हत्या हिंसा लुट बलात्कार,त्यस देश हत्या हिंसा लुट बलात्कार हाहाकार कोलाहल
1,VIOLENCE,काटेर मारन,ए मुजि नेवार हरुहो मुजि बाहुन नेता हरु काटेर मारन हौ मुजि
0,VIOLENCE,कट्टा हन्दा,त्याे चाेर हरू कट्टा हन्दा राम्राे
1,VIOLENCE,गोलि हानु परछ,ति आयोग समिति यात घुस खान्छन यात अर दिन समतिनै भग ई नेता टुडेखेल लगेर गोलि हानु परछ
1,VIOLENCE,गर्धन भाचीने गरी हान्नु पर्ने,सोम प्रसाद पाण्डे चाहीं गर्धन भाचीने हान्नु पर्ने सर्बहारा बर्ग नेतृत्व हरू खरब पती भैसके अझ तेस्तो भंछन भंदा हास्यास्पद अरु
1,VIOLENCE,चाक मा आगो लगाइन्छ,कारयलये धुस मागे चाक आगो लगाइन्छ
1,VIOLENCE,समुन्द्र मा खसाउदा,प्रचण्डलाईत टन ढुङगा सङग बाधेर बिच समुन्द्र खसाउदा मात्रै सहिद दोन्दपिडित सिङगो नेपाल् सान्ति पाउछ
1,VIOLENCE,बम हान्दा हुन्छ,उधोगी बिल तिर्दैनन सिधै बम हान्दा
1,VIOLENCE,बम खसालिदेउ,बिधुत महसुल नतिर्ने कारखाना हरु बम खसालिदेउ बिप्लप दाजु
1,VIOLENCE,मरोस्,सर्प मरोस् लाठी नभाँचियोस् तेसरी कदम चालियोस्
0,VIOLENCE,नाक को डाडी फुटालि दिउ,ऋषि धमलालाइ देख्दा यस् प्रश्न सोधाइ तरिका सुन्दा उडेर गएर यस् नाक डाडी फुटालि दिउ लाग्छ
0,VIOLENCE,ठोक्ने,दस दुनिया देश बेचुवा हरु ठोक्ने बेला
0,VIOLENCE,गुलोकोच दिनुपर्छ,धमला हावा प्यार प्यार मुख गुलोकोच दिनुपर्छ
1,VIOLENCE,झुण्डिएर मर्छ,व्यवस्था फेल झुण्डिएर मर्छ धमला
1,VIOLENCE,मार्न,कुर्सी जन्ता मार्न नेता जात भात धर्म चेन्ज नेता कानुन नेपाल
1,VIOLENCE,मार्न,यिन मार्न छिट्टै भगवान श्री कृष्ण जन्म
0,VIOLENCE,हान्न मन् लाग्यो,साबीत्री सवेदी मुख् फुट्ने हान्न मन् लाग्यो
1,VIOLENCE,हत्यारा,यिनि हरु निर्मला हत्यारा बम दिदिबहिनी
1,VIOLENCE,जिउँदै जलाउनु,जना जिउँदै जलाउनु पर्ने बोली
0,VIOLENCE,करेन्ट लगाउनु पर्छ,बम दिदी बहिनिलाइ खोर लगेर करेन्ट लगाउनु वास्तविक खोल्छन यिनि हरु रुदै नाटक गर्दैछन
1,VIOLENCE,वल्त्कार,वल्त्कार यि वम दिदी वहिनि गरे
1,VIOLENCE,वल्तकार गरि हत्या,वल्तकार हत्या खुलेआम डुलिरहे तिनिहरुलाइ समात
1,VIOLENCE,झुन्डेर मर्नु,अरु ठीकै साबित्री युट्युब हेरे कमेन्ट हेरे भनेत झुन्डेर मर्नु पर्ने
1,VIOLENCE,फासी फासी,दाेसि हाेईन सावित्री दिनु परछ फासी फासी
1,VIOLENCE,गोलीहान,सावित्री सुबिदिलाइ सिदै गोलीहान सरकार
0,VIOLENCE,पाता कसेर कोर्ला हाने,बम दिदीबहिनी पाता कसेर कोर्ला हाने निर्मला पन्त काण्ड वास्तविकता निस्किन्छ
1,VIOLENCE,मान्छे मार्ने,ज्यान मार्ने पर्चन्ड अजई मान्छे मार्ने गरछ
1,VIOLENCE,हत्यारा,छबिलाल आत्महत्या जेल पाप धुरि बाट कराउछ महाशय याद राखेस हत्यारा
1,VIOLENCE,मारे को,प्रचण्ड बिप्लप पार्टि छिटो मारे हुन्थ्यो
1,VIOLENCE,सिध्याउनु,सबैभन्दा पहिला प्रचण्ड सिध्याउनु जरुरी
1,VIOLENCE,झुनडाउनु पर्छ,कुकुर हरु सम्पति छानबिन भष्टाचार कुकुर हरु रगासाला झुनडाउनु
1,VIOLENCE,हत्यारा,देश जोगाउने राजा अति आबसेक्त्ता नेपाल खुइलायो हत्यारा वर्ष
1,VIOLENCE,पात्ता फर्काउनु पर्छ,जेल कोचेर पात्ता फर्काउनु
1,VIOLENCE,मार्नु परछ,ठूलो ठूलो नेता मन्त्री हरू मार्नु परछ
1,VIOLENCE,मार्ने,हरू कती मार्ने बिचार किराती ज्यु
0,VIOLENCE,करेन्ट लगाएर,चितवन प्रशासन होटल कङ्गारु मालिक समातेर अनुसन्धान गर झट् करेन्ट लगाएर हेर दूध दूध पानी पानि छुट्टिन्छ ओकल्नेछ
0,VIOLENCE,नाक को डाडि नभाचेर,पुत्रकार हरु एकजुट द्वारिका चौधरी बिरुद्ध भ्रष्ट बिरुद्ध च्युइक लेख लेख्दैन पत्रकार हरु यस्ता पत्रकार हरु नाक डाडि नभाचेर फुलमाला लगाउने
0,VIOLENCE,दिनुपर्छ दनक,निउ खोज्ने जती सब् दिनुपर्छ दनक
0,VIOLENCE,ढाड भाच्नु पर्छ,नाक डाडी हैन ढाड भाच्नु
0,VIOLENCE,नाक को डाँडी भाच्न,श्री श्री श्री रबि लामिछाने महाराजअधिराज सरकार बाट चाहिँ राष्ट्रिय टेलिभिजन बाट भ्रष्टाचारि टुंडिखेल राखेर उडेर गुडेर नाक डाँडी भाच्न मन चै लामिछाने हिट
0,VIOLENCE,नाक को डारी चै भाचनु,पत्रकार नाक डारी चै भाचनु पर्नी रहेछ
0,VIOLENCE,करेन्ट,सेर बहादुर जिब्रो लागे करेन्ट बिधा भण्डारी जिब्रो लगाइदिये भय हुन्थ्यो
1,VIOLENCE,हत्या,स्पस्ट बोल्ने बुढो हत्या हालिस बोली बुझ्झेस
1,VIOLENCE,पोइ मारेर,पोइ मारेर ठाउँ पुग्ने इज्जत था
1,VIOLENCE,सिद्ध्याइ दियेउ,जस् कुरो बुझिन्थ्यो उसाइ सिद्ध्याइ दियेउ बुझ्ने
1,VIOLENCE,मारिदिए,रबि सर फसाउने षड्यन्त्र पुडासैनी झुट बोल्न लगाईयो बाच्ने आशा झुट बोलिदिए बोलिसकेपछी मारिदिए सत्यतथ्य यहि
0,VIOLENCE,भिर बाट झारिदेउ,पत्रकार लियर भिर बाट झारिदेउ यार
0,VIOLENCE,कान उखेलेर उठबस,भारत दोक्लाम बिषय जोडेर प्रश्न उठाउने वाईडबडी हाँसोलाग्दो प्रश्न पत्रकार कान उखेलेर उठबस गराएर प्रश्न सिकाउन जरुरी
1,VIOLENCE,मारे,रबिन्द्र दाई राजनीतिज्ञ हरु मारे महसुस भय जनता कडाई छानबिन होस
0,VIOLENCE,झापड,पूण्य दूई झापड कस् हान्ला अनी चूप लाग्छ की
0,VIOLENCE,गाला पुट्ने गरि दिनु पर्छ,पुन्य गौतम गाला पुट्ने दिनु
0,VIOLENCE,ठोक्नुपर्छ,पुण्य मेरूदण्ड फुस्किने ठोक्नुपर्छ है साथि
0,VIOLENCE,भेटे दनक,महरा रक्षा गर्दा पुण्य गौतम अन्तर्वार्तामै भेटे दनक
0,VIOLENCE,फुट्ने गरि हान्नु,पुण्य काे कानकाे जालि फुट्ने हान्नु
0,VIOLENCE,गाला फुट्ने गरि हाने,पुन्डे गाला फुट्ने हाने हेर्न मन
0,VIOLENCE,चाक मा अागाे,याे पुण्य चाक अागाे लगाएर लखेट्नु नचाहिने गर्छस्
0,VIOLENCE,कुटपिट,त्यही भएर अस्ति ज्ञानेन्द्र शाही कुटपिट लाए
1,VIOLENCE,बलात्कारि,बलात्कारि खोर कोच्नु जस्
0,VIOLENCE,मुखा हानौ,गर्यो मुखा हानौ आग्रा गर्छौ पुन्य गाग्रा
0,VIOLENCE,अम्लो काट्छु,पुण्य गौतम अम्लो ठडाएर नगर तेरो चोर अम्लो काट्छु दिन सत्य बोल्न नशा फुलाउन पर्दैन झुट बोल्नी ठुलो स्वर
0,VIOLENCE,ठोक्नु पर्छ,पुण्य गाैतम भेट्यो तेहि ठोक्नु यता हाजिर गराै
0,VIOLENCE,आगो लाक्छ,रबि सर भयो नेपाल आगो लाक्छ
1,VIOLENCE,तहसनहस हुनेछ,धोती सामान्य कारवाहि गरियो पुलिसथाना आगो लागनेछ भारतीय राजदूतावास तहसनहस धोती ज़िन्दा जलाईनेछ
0,VIOLENCE,हात र खुट्टा भाच्नु पर्ने,कानुन जिम्मा लगाउनु हात खुट्टा भाच्नु पर्ने
1,VIOLENCE,आगो लाग्ने छ,भोलि सहकारी आगो लाग्ने
1,VIOLENCE,जिउदै खाल्डा मा पुर्नु पर्ने,जनावर बाच्ने अधिकार कुन पागल एस्लाइ जिउदै खाल्डा पुर्नु पर्ने
1,VIOLENCE,नाक पच्कने गरि दिन,किशोर श्रेष्ठ लाइ भेट्नेवितिकै नाक पच्कने दिन इच्छुक हाजिर गर्नुहोस है
1,VIOLENCE,झुन्डायर,बिप्लप नेता कर्याकर्ता हरु काता गय यस्ता सहकारी संचालक लगेर झुन्डायर कर्बाही अनि नेपाली जनता बिप्लब दिन्छ
0,VIOLENCE,खुर्सनी दल्नी पर्छ,येस्ता ढुङी हरु चाक खुर्सनी दल्नी
1,VIOLENCE,योन दुव्र्यवहार,गुरु हु भन्दै दुनियाँ छोरी चेली योन दुव्र्यवहार छानबिन कार्बाही गरीयोस
1,VIOLENCE,यौन सोसन गर्दछन्,गुरु भ्नाउँदा हरु महिला यौन सोसन गर्दछन्
1,VIOLENCE,मारिन्छ,बहुला कुकुर हरु बाँधेर मारिन्छ बहुला नेता हरु यसै की की कसो मेयर ज्यू
0,VIOLENCE,नाङ्गो परेर,निलो कोटे नाङ्गो परेर कोटेश्वर जाम उभिन लगाउन
1,VIOLENCE,फुटाउने,जनता चाहे राजा फर्सी फुटाय झै फुटाउने गणतन्त्र
0,VIOLENCE,बक्सिङ्ग हान्छु,आज भोलि भयो नाक फुटाएकाे नेता नाक बक्सिङ्ग हान्छु बस्छ
1,VIOLENCE,ज्यादती,ए पुलिस टाउके सगँ पुलिस ज्यादती प्रमाण
1,VIOLENCE,झुण्डाएर मर्दा,पोखरेल पा कुकुर काम नलाग्ने कुकुर रीबिज लागे टोक्यो र्याबिज सर्छ भनेर झुण्डाएर मर्दा फरक पर्दैन
0,VIOLENCE,हिर्काउछ,हिरासत प्रहरि हिर्काउछ बिना कसुर मै भोगेकोछु
1,VIOLENCE,गोलि खानु पर्ने,पही माओवादी गोलि खानु पर्ने बचेछ य विप्लव तिमि ठोक्दौन गोलि
1,VIOLENCE,बम ठोक्नुपर्छ,आत्मा घाती बम ठोक्नुपर्छ
1,VIOLENCE,गोलि हानी,हरु चोर चाक बाट गोलि हानी मुख बाट निकाल्नु बेला छिट्टै आउदै होस गर चोर
1,VIOLENCE,अाक्रमण,बिप्लब काे पाटि पुलिस अाक्रमण गरयाे
1,VIOLENCE,हान,करोड नेपाली जनता तलब नखायर बचे छन ए नेपाल पुलिस आर्मी हरु जनामुत्ति सेना बर्ष तलब खायर लडे थीए सक्छौ बन्दुक बिप्लप हईना सरकार हान हरू महान मान्निछ नेपाल छिट्टै शान्ति आउने
1,VIOLENCE,मार्छ,जस् मान्छे मार्छ उसै प्रतिबेदन सहि आउछ
1,VIOLENCE,कुटे को,नभए ज्ञानेन्द्र शाहि हिरासत कुटे
1,VIOLENCE,गोलि ठोक्नु,मान्छे हत्यार होलेर हिड्नेछ नेपाल पुलिस गोलि ठोक्नु
1,VIOLENCE,गोलि ठोक्ने,हत्यार बोकेर खुल्ला हिड्ने मान्छे हरुलाइ गोलि ठोक्ने अनि कानुनु दैर ल्याउनु
0,VIOLENCE,नठोकेर,बिप्लव पनिं हेरेर बसेछः नठोकेर
1,VIOLENCE,गोलि हानी,अस्ति भर्खर पोखरा गोलि हानी घाईते बनाए जना ब्याक्ती
1,VIOLENCE,ज्यान मारा,नेपाली हरुलाइ ज्यान मारा नेपाल प्रहरी चाहिदैन जन्तालाइ सुरक्षा दिने प्रहरी
1,VIOLENCE,गोलि हानि मार्ने,सर्लाहि प्रहरी हात खुट्टा ठाऊ भाँच्ने गोलि हानि मार्ने अनि भिडन्त मारिए भनी बिज्ञप्ति निकालि प्रहरी चोखो खोजे
1,VIOLENCE,मारे को रहेछ,माओबादी पोलिश मारे रहेछ ड्याम ड्याम बिप्लव सुरु भो पोलिस मार्न
1,VIOLENCE,गोलि चल्यो,सामान्य ब्यक्तिलाइ गोलि चल्यो भन्दै पो भन्छ पुलिस्
1,VIOLENCE,हत्यारा,वास्तविक लुकायर हत्यारा सपोर्ट
1,VIOLENCE,आतंक,नेपाल पुलिस देस आतंक फैलाउने सत्रु फुल्माला स्वागत
0,VIOLENCE,कल् लाई मार्छ,थाउ हात भचिए गोली हन्यो नेपाली नागरिक विश्वाश तुतेयो पहिला पुलिस पछी जिउ रछा भन्थे अहिले आएर पुलिस् कल् मार्छ भनेर दराउने पर्ने भयो
1,VIOLENCE,भाच्नु पर्छ,हात मात्रै खुट्टा भाच्नु
1,VIOLENCE,रगत को खोली,पुलिस हासिहासी बोले ए सजाए हुनुपर्छ लुकाएर पुग्छ रगत खोली बगाउन तयार छ्म
1,VIOLENCE,बम आतंक,यथार्थ प्रहरी संस्था नमान्ने भोली यहि एभिन्युज कार्लय बम आतंक अनि जोगाउन जान्छ थाहा
0,VIOLENCE,हान्न्न,भ्रश्टचारि लाइ उडिउडि हान्न्न हाम् पाइन्छ नाइ
0,VIOLENCE,नाक नै भाचे,पत्रकार सुन्दा लाग्छ मेयर जग्गा बेचेर पत्रकार नाक भाचे
0,VIOLENCE,नाक को डाडी भाच्न,भ्रष्टाचारी नाक डाडी भाच्न मन तेही उडी उडी
1,VIOLENCE,मार्न र मर्न,अति पछी मार्न मर्न पछी पर्दैन मान्छे नाक भाच्नु पर
0,VIOLENCE,कालोमोसो दलेर टिन ठोक्दै,भस्ट्र्चार प्रमाणित जहा भेटिन्छ कालोमोसो दलेर टिन ठोक्दै बजार घुमाए कानुन करोड खाए लाख लिएर उन्मुक्ती पाउछन् कानुन
0,VIOLENCE,नाक को डाटि बाच्नु पर्छ,जबर्जस्ती माफी माफी यस् पानी नाक डाटि बाच्नु की
0,VIOLENCE,नाक को डाडि भाचिदिन्थे,पत्रकार नजिक सिधै नाक डाडि भाचिदिन्थे
1,VIOLENCE,गोलि हान्छ,उत्तर कोरिया किमजोङ्ग अराजक रोड लगेर गोलि हान्छ
0,VIOLENCE,हान्नै पर्छ,भ्रष्ट अराजक हान्नै
1,VIOLENCE,छाला उतारेर,छाला उतारेर लौ झुन्डे झै झुन्डाउनु
0,VIOLENCE,निल डाम,नकुटे खुट्टा भाँचियो शरीर भरि निल डाम
0,VIOLENCE,नकुटे,नकुटे ज्ञनेन्द्र खुट्टा अौला फुट्यो
0,VIOLENCE,निलडाम,उस् ढाड निलडाम भयो
1,VIOLENCE,मारी दिनु पर्छ,खाते पुलिस भ्रष्टचार समर्थन रहेछ भ्रष्टाचार बिरुद्ध उठे देश भकति ज्ञानेन्द्र फसाएर मार्ना खोजी रहे खाते भेटीयो मारी दिनु
0,VIOLENCE,यातना,प्रहरी एदि ग्यानेन्द्र साही लाइ यातना दिय कस् गर्यो प्रहरी निकाय लाइ छान बिन निकाय नेपाल चोर मै चोरे कहिले भन्ला
0,VIOLENCE,नकुटे,प्रहरी नकुटे अाफै त्यस्तो अबस्था भयो ज्ञानेन्द्र शाहि
0,VIOLENCE,कुटपिट,ग्यानेन्द्र शाही लाइ कुटपिट गर्यो जवाफ दे
0,VIOLENCE,मरणासन्न हुने गरि कुट्न,प्रहरी हिरासत लिइसके मान्छे नागरिक शान्ति आन्दोलन व्याक्तिलाइ त्यसरी मरणासन्न कुट्न कुन कानुन कति नम्बर दफा प्रहरी प्रवक्ता जि
1,VIOLENCE,भाला रोपे,रेशम चौधरी भाला रोपे कारण यहि रहेछ
